user_id,segment,signup_date,activation_delay_days,activated,ttv_days,retained_30d,retained_90d,cohort_month,activation_date
1509,A,2024-07-18,13.0,1,13.0,1,1,2024-07-01,2024-07-31
109,A,2024-07-18,12.0,1,12.0,0,0,2024-07-01,2024-07-30
1555,A,2024-07-18,22.0,1,22.0,0,0,2024-07-01,2024-08-09
197,B,2024-07-18,4.0,1,4.0,1,1,2024-07-01,2024-07-22
767,A,2024-07-19,4.0,1,4.0,1,0,2024-07-01,2024-07-23
1592,A,2024-07-19,5.0,1,5.0,1,0,2024-07-01,2024-07-24
787,B,2024-07-19,10.0,1,10.0,0,0,2024-07-01,2024-07-29
1413,B,2024-07-19,,0,,0,0,2024-07-01,
1861,B,2024-07-19,1.0,1,1.0,1,0,2024-07-01,2024-07-20
800,B,2024-07-19,3.0,1,3.0,1,1,2024-07-01,2024-07-22
1597,A,2024-07-19,5.0,1,5.0,1,0,2024-07-01,2024-07-24
1250,B,2024-07-19,1.0,1,1.0,1,0,2024-07-01,2024-07-20
1317,B,2024-07-19,2.0,1,2.0,0,0,2024-07-01,2024-07-21
85,A,2024-07-19,4.0,1,4.0,1,1,2024-07-01,2024-07-23
1018,B,2024-07-20,,0,,0,0,2024-07-01,
346,B,2024-07-20,7.0,1,7.0,0,1,2024-07-01,2024-07-27
32,B,2024-07-20,5.0,1,5.0,1,1,2024-07-01,2024-07-25
1766,A,2024-07-20,12.0,1,12.0,0,1,2024-07-01,2024-08-01
97,A,2024-07-20,4.0,1,4.0,1,0,2024-07-01,2024-07-24
1476,A,2024-07-21,,0,,0,0,2024-07-01,
1895,A,2024-07-21,6.0,1,6.0,1,1,2024-07-01,2024-07-27
819,B,2024-07-21,8.0,1,8.0,0,1,2024-07-01,2024-07-29
270,A,2024-07-21,17.0,1,17.0,1,0,2024-07-01,2024-08-07
994,A,2024-07-21,12.0,1,12.0,1,0,2024-07-01,2024-08-02
1434,A,2024-07-21,12.0,1,12.0,0,1,2024-07-01,2024-08-02
1267,A,2024-07-22,,0,,0,0,2024-07-01,
1665,B,2024-07-22,18.0,1,18.0,1,0,2024-07-01,2024-08-09
1505,B,2024-07-22,5.0,1,5.0,1,1,2024-07-01,2024-07-27
536,A,2024-07-22,9.0,1,9.0,0,1,2024-07-01,2024-07-31
1677,B,2024-07-22,11.0,1,11.0,0,0,2024-07-01,2024-08-02
272,A,2024-07-22,9.0,1,9.0,1,0,2024-07-01,2024-07-31
912,B,2024-07-22,3.0,1,3.0,0,0,2024-07-01,2024-07-25
677,B,2024-07-23,15.0,1,15.0,0,1,2024-07-01,2024-08-07
487,A,2024-07-23,,0,,0,0,2024-07-01,
512,B,2024-07-23,10.0,1,10.0,0,0,2024-07-01,2024-08-02
365,B,2024-07-23,11.0,1,11.0,1,1,2024-07-01,2024-08-03
1820,B,2024-07-23,8.0,1,8.0,1,0,2024-07-01,2024-07-31
821,A,2024-07-23,9.0,1,9.0,0,0,2024-07-01,2024-08-01
992,B,2024-07-23,2.0,1,2.0,1,0,2024-07-01,2024-07-25
1286,B,2024-07-23,1.0,1,1.0,0,0,2024-07-01,2024-07-24
1350,A,2024-07-23,,0,,0,0,2024-07-01,
977,A,2024-07-23,7.0,1,7.0,1,1,2024-07-01,2024-07-30
1863,B,2024-07-23,1.0,1,1.0,1,0,2024-07-01,2024-07-24
1825,B,2024-07-23,9.0,1,9.0,1,0,2024-07-01,2024-08-01
920,B,2024-07-23,4.0,1,4.0,0,0,2024-07-01,2024-07-27
1759,B,2024-07-23,6.0,1,6.0,1,0,2024-07-01,2024-07-29
1615,B,2024-07-23,15.0,1,15.0,0,1,2024-07-01,2024-08-07
169,A,2024-07-23,20.0,1,20.0,1,1,2024-07-01,2024-08-12
836,B,2024-07-23,,0,,0,0,2024-07-01,
1533,B,2024-07-24,,0,,0,0,2024-07-01,
1789,B,2024-07-24,5.0,1,5.0,1,0,2024-07-01,2024-07-29
1237,A,2024-07-24,3.0,1,3.0,0,1,2024-07-01,2024-07-27
186,B,2024-07-24,8.0,1,8.0,1,0,2024-07-01,2024-08-01
1343,A,2024-07-24,,0,,0,0,2024-07-01,
1419,B,2024-07-25,8.0,1,8.0,1,1,2024-07-01,2024-08-02
1826,A,2024-07-25,3.0,1,3.0,1,1,2024-07-01,2024-07-28
1843,A,2024-07-25,5.0,1,5.0,1,1,2024-07-01,2024-07-30
1082,B,2024-07-25,3.0,1,3.0,0,0,2024-07-01,2024-07-28
721,A,2024-07-25,14.0,1,14.0,0,0,2024-07-01,2024-08-08
1254,B,2024-07-25,2.0,1,2.0,1,0,2024-07-01,2024-07-27
1044,B,2024-07-25,2.0,1,2.0,0,1,2024-07-01,2024-07-27
31,B,2024-07-25,1.0,1,1.0,0,1,2024-07-01,2024-07-26
1102,A,2024-07-25,11.0,1,11.0,1,0,2024-07-01,2024-08-05
1352,B,2024-07-25,1.0,1,1.0,1,1,2024-07-01,2024-07-26
152,B,2024-07-26,,0,,0,0,2024-07-01,
1469,B,2024-07-26,7.0,1,7.0,0,1,2024-07-01,2024-08-02
1577,B,2024-07-26,1.0,1,1.0,1,0,2024-07-01,2024-07-27
173,A,2024-07-27,8.0,1,8.0,1,1,2024-07-01,2024-08-04
662,B,2024-07-27,2.0,1,2.0,1,1,2024-07-01,2024-07-29
1633,B,2024-07-28,8.0,1,8.0,1,0,2024-07-01,2024-08-05
502,B,2024-07-28,5.0,1,5.0,1,1,2024-07-01,2024-08-02
1770,B,2024-07-28,,0,,0,0,2024-07-01,
371,B,2024-07-28,,0,,0,0,2024-07-01,
302,A,2024-08-01,,0,,0,0,2024-08-01,
1735,B,2024-08-01,5.0,1,5.0,1,0,2024-08-01,2024-08-06
1064,B,2024-08-01,1.0,1,1.0,1,0,2024-08-01,2024-08-02
906,B,2024-08-01,35.0,1,35.0,1,1,2024-08-01,2024-09-05
1954,B,2024-08-02,,0,,0,0,2024-08-01,
802,A,2024-08-02,7.0,1,7.0,0,0,2024-08-01,2024-08-09
1361,B,2024-08-02,13.0,1,13.0,1,0,2024-08-01,2024-08-15
1183,A,2024-08-02,3.0,1,3.0,1,1,2024-08-01,2024-08-05
1062,B,2024-08-02,8.0,1,8.0,1,0,2024-08-01,2024-08-10
1849,A,2024-08-02,24.0,1,24.0,1,0,2024-08-01,2024-08-26
560,A,2024-08-03,,0,,0,0,2024-08-01,
1994,A,2024-08-03,8.0,1,8.0,0,1,2024-08-01,2024-08-11
1275,A,2024-08-03,,0,,0,0,2024-08-01,
1962,A,2024-08-03,8.0,1,8.0,0,0,2024-08-01,2024-08-11
1645,A,2024-08-03,4.0,1,4.0,1,0,2024-08-01,2024-08-07
1369,A,2024-08-03,4.0,1,4.0,0,1,2024-08-01,2024-08-07
1605,A,2024-08-03,,0,,0,0,2024-08-01,
782,B,2024-08-04,2.0,1,2.0,1,1,2024-08-01,2024-08-06
464,A,2024-08-04,7.0,1,7.0,0,1,2024-08-01,2024-08-11
489,B,2024-08-04,5.0,1,5.0,1,1,2024-08-01,2024-08-09
621,B,2024-08-04,10.0,1,10.0,0,0,2024-08-01,2024-08-14
1798,A,2024-08-04,10.0,1,10.0,0,0,2024-08-01,2024-08-14
233,B,2024-08-05,3.0,1,3.0,1,0,2024-08-01,2024-08-08
1944,A,2024-08-05,,0,,0,0,2024-08-01,
1097,A,2024-08-05,,0,,0,0,2024-08-01,
1247,B,2024-08-05,8.0,1,8.0,1,0,2024-08-01,2024-08-13
1821,B,2024-08-05,5.0,1,5.0,1,0,2024-08-01,2024-08-10
1214,A,2024-08-05,10.0,1,10.0,1,1,2024-08-01,2024-08-15
1608,A,2024-08-05,10.0,1,10.0,0,0,2024-08-01,2024-08-15
310,A,2024-08-06,4.0,1,4.0,1,0,2024-08-01,2024-08-10
78,B,2024-08-06,12.0,1,12.0,1,0,2024-08-01,2024-08-18
1218,B,2024-08-06,8.0,1,8.0,1,0,2024-08-01,2024-08-14
1968,B,2024-08-07,7.0,1,7.0,0,0,2024-08-01,2024-08-14
1298,A,2024-08-07,5.0,1,5.0,1,1,2024-08-01,2024-08-12
463,B,2024-08-07,2.0,1,2.0,1,1,2024-08-01,2024-08-09
1145,A,2024-08-07,18.0,1,18.0,1,0,2024-08-01,2024-08-25
589,A,2024-08-07,,0,,0,0,2024-08-01,
1636,A,2024-08-08,7.0,1,7.0,0,1,2024-08-01,2024-08-15
1928,B,2024-08-08,5.0,1,5.0,1,0,2024-08-01,2024-08-13
1020,A,2024-08-08,12.0,1,12.0,1,0,2024-08-01,2024-08-20
1609,A,2024-08-08,7.0,1,7.0,0,0,2024-08-01,2024-08-15
936,A,2024-08-09,6.0,1,6.0,1,0,2024-08-01,2024-08-15
457,B,2024-08-09,8.0,1,8.0,1,0,2024-08-01,2024-08-17
938,A,2024-08-09,3.0,1,3.0,0,0,2024-08-01,2024-08-12
730,A,2024-08-09,,0,,0,0,2024-08-01,
1527,A,2024-08-09,7.0,1,7.0,1,0,2024-08-01,2024-08-16
619,A,2024-08-09,19.0,1,19.0,1,0,2024-08-01,2024-08-28
928,B,2024-08-09,7.0,1,7.0,0,0,2024-08-01,2024-08-16
38,A,2024-08-10,6.0,1,6.0,1,1,2024-08-01,2024-08-16
874,A,2024-08-10,1.0,1,1.0,1,1,2024-08-01,2024-08-11
351,B,2024-08-10,2.0,1,2.0,1,1,2024-08-01,2024-08-12
876,B,2024-08-10,4.0,1,4.0,1,1,2024-08-01,2024-08-14
1106,B,2024-08-10,,0,,0,0,2024-08-01,
1551,A,2024-08-10,,0,,0,0,2024-08-01,
1335,B,2024-08-10,2.0,1,2.0,1,1,2024-08-01,2024-08-12
1742,A,2024-08-11,4.0,1,4.0,0,0,2024-08-01,2024-08-15
63,B,2024-08-11,5.0,1,5.0,0,0,2024-08-01,2024-08-16
1342,B,2024-08-11,3.0,1,3.0,0,0,2024-08-01,2024-08-14
1152,B,2024-08-11,2.0,1,2.0,0,0,2024-08-01,2024-08-13
181,B,2024-08-11,2.0,1,2.0,1,1,2024-08-01,2024-08-13
60,A,2024-08-11,3.0,1,3.0,1,0,2024-08-01,2024-08-14
1048,B,2024-08-11,1.0,1,1.0,1,0,2024-08-01,2024-08-12
1525,B,2024-08-12,4.0,1,4.0,1,0,2024-08-01,2024-08-16
42,B,2024-08-12,4.0,1,4.0,1,1,2024-08-01,2024-08-16
412,B,2024-08-12,8.0,1,8.0,1,0,2024-08-01,2024-08-20
1268,B,2024-08-12,,0,,0,0,2024-08-01,
1531,A,2024-08-12,10.0,1,10.0,1,1,2024-08-01,2024-08-22
1613,B,2024-08-13,9.0,1,9.0,0,0,2024-08-01,2024-08-22
1015,A,2024-08-13,2.0,1,2.0,1,0,2024-08-01,2024-08-15
1679,B,2024-08-13,,0,,0,0,2024-08-01,
1815,B,2024-08-13,7.0,1,7.0,1,0,2024-08-01,2024-08-20
1672,B,2024-08-13,5.0,1,5.0,1,0,2024-08-01,2024-08-18
455,A,2024-08-14,1.0,1,1.0,1,1,2024-08-01,2024-08-15
460,B,2024-08-14,6.0,1,6.0,1,1,2024-08-01,2024-08-20
508,B,2024-08-14,,0,,0,0,2024-08-01,
1553,A,2024-08-14,7.0,1,7.0,1,0,2024-08-01,2024-08-21
1060,B,2024-08-14,2.0,1,2.0,1,0,2024-08-01,2024-08-16
980,A,2024-08-14,6.0,1,6.0,1,1,2024-08-01,2024-08-20
1788,B,2024-08-15,4.0,1,4.0,1,1,2024-08-01,2024-08-19
1923,A,2024-08-15,9.0,1,9.0,1,0,2024-08-01,2024-08-24
1786,B,2024-08-15,15.0,1,15.0,1,1,2024-08-01,2024-08-30
1862,B,2024-08-15,6.0,1,6.0,0,0,2024-08-01,2024-08-21
1692,B,2024-08-15,3.0,1,3.0,0,0,2024-08-01,2024-08-18
1701,B,2024-08-15,,0,,0,0,2024-08-01,
265,B,2024-08-16,1.0,1,1.0,1,1,2024-08-01,2024-08-17
1852,B,2024-08-16,8.0,1,8.0,1,0,2024-08-01,2024-08-24
544,B,2024-08-17,5.0,1,5.0,1,0,2024-08-01,2024-08-22
1123,B,2024-08-17,2.0,1,2.0,1,0,2024-08-01,2024-08-19
991,B,2024-08-17,15.0,1,15.0,0,1,2024-08-01,2024-09-01
618,A,2024-08-17,,0,,0,0,2024-08-01,
586,B,2024-08-17,13.0,1,13.0,0,0,2024-08-01,2024-08-30
210,A,2024-08-18,1.0,1,1.0,0,1,2024-08-01,2024-08-19
1695,B,2024-08-18,7.0,1,7.0,1,1,2024-08-01,2024-08-25
435,A,2024-08-18,1.0,1,1.0,1,1,2024-08-01,2024-08-19
390,B,2024-08-19,9.0,1,9.0,0,0,2024-08-01,2024-08-28
228,B,2024-08-19,,0,,0,0,2024-08-01,
1812,A,2024-08-19,9.0,1,9.0,0,0,2024-08-01,2024-08-28
1594,A,2024-08-19,10.0,1,10.0,0,0,2024-08-01,2024-08-29
1787,A,2024-08-20,12.0,1,12.0,0,0,2024-08-01,2024-09-01
1674,A,2024-08-20,7.0,1,7.0,0,1,2024-08-01,2024-08-27
902,A,2024-08-20,4.0,1,4.0,1,0,2024-08-01,2024-08-24
547,A,2024-08-20,4.0,1,4.0,1,0,2024-08-01,2024-08-24
1554,A,2024-08-20,3.0,1,3.0,0,0,2024-08-01,2024-08-23
1122,A,2024-08-20,7.0,1,7.0,0,1,2024-08-01,2024-08-27
1471,B,2024-08-21,24.0,1,24.0,1,1,2024-08-01,2024-09-14
790,B,2024-08-21,5.0,1,5.0,1,1,2024-08-01,2024-08-26
259,A,2024-08-21,,0,,0,0,2024-08-01,
1013,A,2024-08-21,20.0,1,20.0,0,0,2024-08-01,2024-09-10
8,B,2024-08-21,13.0,1,13.0,1,1,2024-08-01,2024-09-03
995,B,2024-08-21,5.0,1,5.0,1,0,2024-08-01,2024-08-26
585,B,2024-08-21,1.0,1,1.0,1,0,2024-08-01,2024-08-22
1420,B,2024-08-21,7.0,1,7.0,0,0,2024-08-01,2024-08-28
321,B,2024-08-22,7.0,1,7.0,0,0,2024-08-01,2024-08-29
1263,A,2024-08-22,11.0,1,11.0,0,0,2024-08-01,2024-09-02
86,A,2024-08-22,,0,,0,0,2024-08-01,
639,B,2024-08-23,2.0,1,2.0,1,0,2024-08-01,2024-08-25
1072,B,2024-08-23,9.0,1,9.0,0,0,2024-08-01,2024-09-01
903,A,2024-08-23,,0,,0,0,2024-08-01,
437,A,2024-08-23,8.0,1,8.0,0,0,2024-08-01,2024-08-31
1879,A,2024-08-23,,0,,0,0,2024-08-01,
1714,B,2024-08-23,8.0,1,8.0,1,0,2024-08-01,2024-08-31
1186,B,2024-08-23,9.0,1,9.0,1,0,2024-08-01,2024-09-01
496,A,2024-08-23,,0,,0,0,2024-08-01,
1856,B,2024-08-24,1.0,1,1.0,0,1,2024-08-01,2024-08-25
801,B,2024-08-24,4.0,1,4.0,0,0,2024-08-01,2024-08-28
1899,A,2024-08-24,,0,,0,0,2024-08-01,
900,A,2024-08-24,11.0,1,11.0,1,1,2024-08-01,2024-09-04
1889,B,2024-08-24,4.0,1,4.0,1,0,2024-08-01,2024-08-28
1138,A,2024-08-24,,0,,0,0,2024-08-01,
1981,B,2024-08-25,8.0,1,8.0,1,1,2024-08-01,2024-09-02
376,A,2024-08-25,1.0,1,1.0,1,0,2024-08-01,2024-08-26
679,A,2024-08-26,7.0,1,7.0,1,1,2024-08-01,2024-09-02
858,B,2024-08-26,15.0,1,15.0,0,1,2024-08-01,2024-09-10
756,A,2024-08-26,17.0,1,17.0,1,1,2024-08-01,2024-09-12
1171,A,2024-08-26,,0,,0,0,2024-08-01,
595,A,2024-08-27,,0,,0,0,2024-08-01,
1566,A,2024-08-27,10.0,1,10.0,0,0,2024-08-01,2024-09-06
541,B,2024-08-27,11.0,1,11.0,1,1,2024-08-01,2024-09-07
400,A,2024-08-27,,0,,0,0,2024-08-01,
914,B,2024-08-27,17.0,1,17.0,0,1,2024-08-01,2024-09-13
542,B,2024-08-27,10.0,1,10.0,0,1,2024-08-01,2024-09-06
1063,A,2024-08-28,,0,,0,0,2024-08-01,
1003,A,2024-08-28,9.0,1,9.0,1,0,2024-08-01,2024-09-06
910,A,2024-08-28,9.0,1,9.0,1,0,2024-08-01,2024-09-06
1959,B,2024-08-28,5.0,1,5.0,1,0,2024-08-01,2024-09-02
1522,A,2024-08-28,14.0,1,14.0,1,0,2024-08-01,2024-09-11
1143,B,2024-08-28,3.0,1,3.0,0,1,2024-08-01,2024-08-31
1130,B,2024-08-28,,0,,0,0,2024-08-01,
866,B,2024-08-28,4.0,1,4.0,0,0,2024-08-01,2024-09-01
1980,A,2024-08-28,,0,,0,0,2024-08-01,
445,A,2024-09-01,,0,,0,0,2024-09-01,
414,B,2024-09-01,8.0,1,8.0,1,0,2024-09-01,2024-09-09
591,B,2024-09-01,6.0,1,6.0,1,1,2024-09-01,2024-09-07
1135,B,2024-09-01,9.0,1,9.0,0,0,2024-09-01,2024-09-10
600,B,2024-09-01,21.0,1,21.0,1,0,2024-09-01,2024-09-22
1586,B,2024-09-01,,0,,0,0,2024-09-01,
1965,B,2024-09-02,1.0,1,1.0,1,0,2024-09-01,2024-09-03
279,B,2024-09-02,4.0,1,4.0,1,1,2024-09-01,2024-09-06
359,A,2024-09-02,6.0,1,6.0,1,0,2024-09-01,2024-09-08
1410,B,2024-09-02,2.0,1,2.0,1,0,2024-09-01,2024-09-04
1919,B,2024-09-02,,0,,0,0,2024-09-01,
287,A,2024-09-02,1.0,1,1.0,0,1,2024-09-01,2024-09-03
1699,B,2024-09-03,7.0,1,7.0,0,0,2024-09-01,2024-09-10
870,A,2024-09-03,14.0,1,14.0,1,0,2024-09-01,2024-09-17
1403,B,2024-09-03,8.0,1,8.0,1,0,2024-09-01,2024-09-11
157,A,2024-09-03,13.0,1,13.0,0,1,2024-09-01,2024-09-16
1372,B,2024-09-03,23.0,1,23.0,0,1,2024-09-01,2024-09-26
568,A,2024-09-03,4.0,1,4.0,1,0,2024-09-01,2024-09-07
522,A,2024-09-03,,0,,0,0,2024-09-01,
567,B,2024-09-03,5.0,1,5.0,1,0,2024-09-01,2024-09-08
695,B,2024-09-04,4.0,1,4.0,1,0,2024-09-01,2024-09-08
501,B,2024-09-04,6.0,1,6.0,1,0,2024-09-01,2024-09-10
647,A,2024-09-04,2.0,1,2.0,1,1,2024-09-01,2024-09-06
575,B,2024-09-04,,0,,0,0,2024-09-01,
1204,B,2024-09-04,2.0,1,2.0,0,0,2024-09-01,2024-09-06
1956,B,2024-09-04,,0,,0,0,2024-09-01,
686,A,2024-09-05,,0,,0,0,2024-09-01,
470,A,2024-09-05,5.0,1,5.0,0,0,2024-09-01,2024-09-10
69,A,2024-09-05,,0,,0,0,2024-09-01,
1447,B,2024-09-05,5.0,1,5.0,1,1,2024-09-01,2024-09-10
1259,A,2024-09-05,3.0,1,3.0,1,0,2024-09-01,2024-09-08
1463,A,2024-09-06,3.0,1,3.0,0,1,2024-09-01,2024-09-09
1891,A,2024-09-06,,0,,0,0,2024-09-01,
1913,B,2024-09-06,3.0,1,3.0,1,0,2024-09-01,2024-09-09
91,A,2024-09-06,6.0,1,6.0,0,1,2024-09-01,2024-09-12
1308,B,2024-09-06,1.0,1,1.0,0,0,2024-09-01,2024-09-07
519,A,2024-09-06,,0,,0,0,2024-09-01,
1967,B,2024-09-06,1.0,1,1.0,1,0,2024-09-01,2024-09-07
121,B,2024-09-07,,0,,0,0,2024-09-01,
165,B,2024-09-07,2.0,1,2.0,0,0,2024-09-01,2024-09-09
1971,A,2024-09-07,,0,,0,0,2024-09-01,
1358,A,2024-09-08,11.0,1,11.0,1,0,2024-09-01,2024-09-19
193,A,2024-09-08,5.0,1,5.0,1,0,2024-09-01,2024-09-13
1516,A,2024-09-08,10.0,1,10.0,1,1,2024-09-01,2024-09-18
1282,A,2024-09-08,5.0,1,5.0,1,1,2024-09-01,2024-09-13
1670,B,2024-09-09,23.0,1,23.0,1,1,2024-09-01,2024-10-02
1875,B,2024-09-09,5.0,1,5.0,1,1,2024-09-01,2024-09-14
493,B,2024-09-09,,0,,0,0,2024-09-01,
141,A,2024-09-09,15.0,1,15.0,1,0,2024-09-01,2024-09-24
1129,B,2024-09-09,1.0,1,1.0,0,0,2024-09-01,2024-09-10
1357,A,2024-09-09,21.0,1,21.0,1,0,2024-09-01,2024-09-30
305,B,2024-09-09,9.0,1,9.0,0,0,2024-09-01,2024-09-18
672,B,2024-09-10,15.0,1,15.0,1,0,2024-09-01,2024-09-25
732,A,2024-09-10,5.0,1,5.0,0,0,2024-09-01,2024-09-15
214,B,2024-09-10,11.0,1,11.0,1,0,2024-09-01,2024-09-21
997,B,2024-09-10,11.0,1,11.0,1,0,2024-09-01,2024-09-21
1536,A,2024-09-10,15.0,1,15.0,1,0,2024-09-01,2024-09-25
1294,A,2024-09-10,5.0,1,5.0,1,0,2024-09-01,2024-09-15
1375,B,2024-09-11,12.0,1,12.0,0,0,2024-09-01,2024-09-23
1828,A,2024-09-11,4.0,1,4.0,1,0,2024-09-01,2024-09-15
815,A,2024-09-11,10.0,1,10.0,0,0,2024-09-01,2024-09-21
1598,A,2024-09-12,20.0,1,20.0,0,1,2024-09-01,2024-10-02
555,A,2024-09-12,6.0,1,6.0,0,0,2024-09-01,2024-09-18
1643,A,2024-09-12,10.0,1,10.0,0,1,2024-09-01,2024-09-22
999,B,2024-09-12,5.0,1,5.0,0,1,2024-09-01,2024-09-17
1779,A,2024-09-12,3.0,1,3.0,0,1,2024-09-01,2024-09-15
1873,B,2024-09-13,8.0,1,8.0,1,0,2024-09-01,2024-09-21
778,A,2024-09-13,,0,,0,0,2024-09-01,
669,A,2024-09-13,26.0,1,26.0,1,1,2024-09-01,2024-10-09
1840,B,2024-09-13,,0,,0,0,2024-09-01,
805,A,2024-09-13,11.0,1,11.0,1,0,2024-09-01,2024-09-24
1029,B,2024-09-13,6.0,1,6.0,1,0,2024-09-01,2024-09-19
533,A,2024-09-14,,0,,0,0,2024-09-01,
1066,B,2024-09-14,6.0,1,6.0,1,1,2024-09-01,2024-09-20
1191,A,2024-09-14,6.0,1,6.0,0,1,2024-09-01,2024-09-20
1269,A,2024-09-14,4.0,1,4.0,0,1,2024-09-01,2024-09-18
1870,B,2024-09-14,,0,,0,0,2024-09-01,
1958,A,2024-09-14,8.0,1,8.0,1,0,2024-09-01,2024-09-22
690,A,2024-09-15,10.0,1,10.0,1,0,2024-09-01,2024-09-25
29,A,2024-09-15,11.0,1,11.0,0,0,2024-09-01,2024-09-26
1575,A,2024-09-15,,0,,0,0,2024-09-01,
1504,A,2024-09-15,21.0,1,21.0,0,1,2024-09-01,2024-10-06
1811,A,2024-09-15,15.0,1,15.0,1,1,2024-09-01,2024-09-30
852,A,2024-09-15,4.0,1,4.0,0,0,2024-09-01,2024-09-19
1124,A,2024-09-15,18.0,1,18.0,0,1,2024-09-01,2024-10-03
1822,A,2024-09-15,8.0,1,8.0,1,1,2024-09-01,2024-09-23
178,B,2024-09-16,1.0,1,1.0,1,1,2024-09-01,2024-09-17
1652,A,2024-09-16,1.0,1,1.0,1,0,2024-09-01,2024-09-17
1626,B,2024-09-16,9.0,1,9.0,0,0,2024-09-01,2024-09-25
443,B,2024-09-16,7.0,1,7.0,1,0,2024-09-01,2024-09-23
386,B,2024-09-16,3.0,1,3.0,1,0,2024-09-01,2024-09-19
946,A,2024-09-16,1.0,1,1.0,0,1,2024-09-01,2024-09-17
1854,B,2024-09-16,,0,,0,0,2024-09-01,
864,B,2024-09-16,5.0,1,5.0,0,1,2024-09-01,2024-09-21
904,A,2024-09-16,8.0,1,8.0,0,1,2024-09-01,2024-09-24
1004,A,2024-09-16,1.0,1,1.0,1,0,2024-09-01,2024-09-17
1167,B,2024-09-17,19.0,1,19.0,1,0,2024-09-01,2024-10-06
879,B,2024-09-17,15.0,1,15.0,0,1,2024-09-01,2024-10-02
1023,B,2024-09-17,2.0,1,2.0,1,0,2024-09-01,2024-09-19
37,A,2024-09-17,4.0,1,4.0,1,0,2024-09-01,2024-09-21
1644,A,2024-09-18,4.0,1,4.0,0,0,2024-09-01,2024-09-22
421,B,2024-09-18,10.0,1,10.0,0,1,2024-09-01,2024-09-28
1616,A,2024-09-18,12.0,1,12.0,0,0,2024-09-01,2024-09-30
1660,A,2024-09-18,3.0,1,3.0,1,0,2024-09-01,2024-09-21
1281,A,2024-09-19,7.0,1,7.0,0,1,2024-09-01,2024-09-26
454,A,2024-09-19,6.0,1,6.0,1,1,2024-09-01,2024-09-25
212,B,2024-09-19,2.0,1,2.0,0,0,2024-09-01,2024-09-21
13,B,2024-09-19,11.0,1,11.0,1,0,2024-09-01,2024-09-30
1955,B,2024-09-19,4.0,1,4.0,1,0,2024-09-01,2024-09-23
166,A,2024-09-19,13.0,1,13.0,1,0,2024-09-01,2024-10-02
822,B,2024-09-19,3.0,1,3.0,1,0,2024-09-01,2024-09-22
1718,B,2024-09-20,4.0,1,4.0,0,0,2024-09-01,2024-09-24
1867,B,2024-09-20,3.0,1,3.0,1,0,2024-09-01,2024-09-23
1583,A,2024-09-20,3.0,1,3.0,0,1,2024-09-01,2024-09-23
215,B,2024-09-20,3.0,1,3.0,1,0,2024-09-01,2024-09-23
683,A,2024-09-21,3.0,1,3.0,1,0,2024-09-01,2024-09-24
584,A,2024-09-21,2.0,1,2.0,1,0,2024-09-01,2024-09-23
20,B,2024-09-22,4.0,1,4.0,1,1,2024-09-01,2024-09-26
1253,A,2024-09-22,5.0,1,5.0,1,1,2024-09-01,2024-09-27
594,B,2024-09-22,7.0,1,7.0,1,0,2024-09-01,2024-09-29
170,B,2024-09-22,9.0,1,9.0,0,0,2024-09-01,2024-10-01
1723,B,2024-09-23,3.0,1,3.0,0,0,2024-09-01,2024-09-26
941,A,2024-09-23,,0,,0,0,2024-09-01,
932,A,2024-09-23,2.0,1,2.0,0,1,2024-09-01,2024-09-25
1112,A,2024-09-23,10.0,1,10.0,1,0,2024-09-01,2024-10-03
924,A,2024-09-23,4.0,1,4.0,0,0,2024-09-01,2024-09-27
1452,B,2024-09-23,1.0,1,1.0,1,1,2024-09-01,2024-09-24
307,A,2024-09-23,3.0,1,3.0,1,1,2024-09-01,2024-09-26
1478,B,2024-09-23,2.0,1,2.0,0,0,2024-09-01,2024-09-25
339,A,2024-09-23,23.0,1,23.0,1,0,2024-09-01,2024-10-16
1154,A,2024-09-23,1.0,1,1.0,0,0,2024-09-01,2024-09-24
571,A,2024-09-24,,0,,0,0,2024-09-01,
856,A,2024-09-25,8.0,1,8.0,1,1,2024-09-01,2024-10-03
887,A,2024-09-25,2.0,1,2.0,0,0,2024-09-01,2024-09-27
745,A,2024-09-25,2.0,1,2.0,0,0,2024-09-01,2024-09-27
1402,A,2024-09-25,24.0,1,24.0,0,1,2024-09-01,2024-10-19
133,B,2024-09-26,8.0,1,8.0,1,1,2024-09-01,2024-10-04
1323,A,2024-09-26,,0,,0,0,2024-09-01,
1126,B,2024-09-26,3.0,1,3.0,1,0,2024-09-01,2024-09-29
1572,B,2024-09-26,8.0,1,8.0,1,0,2024-09-01,2024-10-04
1860,A,2024-09-26,8.0,1,8.0,0,0,2024-09-01,2024-10-04
1848,B,2024-09-26,19.0,1,19.0,1,0,2024-09-01,2024-10-15
705,A,2024-09-26,9.0,1,9.0,0,0,2024-09-01,2024-10-05
1518,B,2024-09-26,3.0,1,3.0,1,0,2024-09-01,2024-09-29
760,A,2024-09-27,,0,,0,0,2024-09-01,
1574,B,2024-09-27,7.0,1,7.0,1,0,2024-09-01,2024-10-04
202,B,2024-09-27,10.0,1,10.0,1,1,2024-09-01,2024-10-07
1376,A,2024-09-27,17.0,1,17.0,0,1,2024-09-01,2024-10-14
201,B,2024-09-27,7.0,1,7.0,1,1,2024-09-01,2024-10-04
